evaluator_only,policy_name,policy_kind,fold,aggregation,policy_auroc,oracle_auroc,oracle_regret,policy_ap,oracle_ap,ap_regret,policy_f1,oracle_f1,f1_regret
True,decision_tree_metadata,realizable_policy,fold2,micro,0.503806260915,0.518975452181,0.0151691912658,0.749735477363,0.756993133168,0.00725765580466,0.196481449225,0.25751503006,0.0610335808352
True,decision_tree_metadata,realizable_policy,fold2,macro_category,0.61072528859,0.612283251385,0.00155796279481,0.813112110486,0.815069863864,0.00195775337821,0.178855265415,0.213177414597,0.0343221491818
True,decision_tree_metadata,realizable_policy,fold2,macro_run,0.662950596038,0.672594238137,0.00964364209822,0.844854192909,0.8479055824,0.00305138949171,0.115595983819,0.145106483089,0.0295104992695
True,decision_tree_metadata,realizable_policy,fold3,micro,0.525521991162,0.539480834437,0.0139588432746,0.755611840423,0.762939095694,0.00732725527044,0.310476190476,0.267942583732,-0.0425336067441
True,decision_tree_metadata,realizable_policy,fold3,macro_category,0.600280505638,0.621449591158,0.0211690855204,0.799097461259,0.813165907722,0.0140684464625,0.272960084321,0.200316537757,-0.0726435465638
True,decision_tree_metadata,realizable_policy,fold3,macro_run,0.654444640914,0.676770821788,0.0223261808744,0.839267355599,0.849978217243,0.0107108616434,0.168812062814,0.128965922944,-0.0398461398698
True,decision_tree_metadata,realizable_policy,fold4,micro,0.527728213949,0.521979353551,-0.00574886039838,0.755276537106,0.758226968201,0.00295043109569,0.331666145671,0.251043231514,-0.0806229141566
True,decision_tree_metadata,realizable_policy,fold4,macro_category,0.603577559408,0.627364143511,0.0237865841023,0.805822096562,0.825133436424,0.0193113398619,0.282722500154,0.21409639715,-0.068626103004
True,decision_tree_metadata,realizable_policy,fold4,macro_run,0.663636512103,0.679746652069,0.0161101399661,0.847789707505,0.85541298778,0.00762328027504,0.175737204762,0.141258500969,-0.0344787037934
True,fastest_expert,realizable_policy,fold0,micro,0.518409694018,0.522373299108,0.00396360509016,0.736645375914,0.758494100058,0.0218487241441,0.13084450888,0.190792928409,0.0599484195289
True,fastest_expert,realizable_policy,fold0,macro_category,0.591902030566,0.623789814855,0.0318877842881,0.793300118963,0.81708148134,0.023781362377,0.113096201116,0.159286457032,0.0461902559159
True,fastest_expert,realizable_policy,fold0,macro_run,0.614966945411,0.677933061132,0.0629661157213,0.824993799434,0.852601991298,0.0276081918648,0.0895551770194,0.103967489953,0.0144123129341
True,fastest_expert,realizable_policy,fold1,micro,0.510485249861,0.528047264105,0.0175620142437,0.732025978568,0.759342394029,0.0273164154612,0.103047091413,0.25751786011,0.154470768697
True,fastest_expert,realizable_policy,fold1,macro_category,0.591825633778,0.622438105016,0.0306124712378,0.796119177666,0.815235789251,0.019116611585,0.0908198948005,0.223896596627,0.133076701827
True,fastest_expert,realizable_policy,fold1,macro_run,0.615791247458,0.693018399989,0.0772271525311,0.823433111197,0.85755051894,0.0341174077431,0.0785727063069,0.139593579755,0.0610208734481
True,fastest_expert,realizable_policy,fold2,micro,0.504344678001,0.518975452181,0.0146307741802,0.733336829425,0.756993133168,0.023656303743,0.124817518248,0.25751503006,0.132697511812
True,fastest_expert,realizable_policy,fold2,macro_category,0.579781552544,0.612283251385,0.0325016988407,0.788557827775,0.815069863864,0.0265120360894,0.101292008648,0.213177414597,0.111885405948
True,fastest_expert,realizable_policy,fold2,macro_run,0.603571171346,0.672594238137,0.0690230667908,0.818278437455,0.8479055824,0.0296271449451,0.0849034396586,0.145106483089,0.0602030434301
True,fastest_expert,realizable_policy,fold3,micro,0.530651581484,0.539480834437,0.00882925295241,0.755868159476,0.762939095694,0.00707093621769,0.0958801498127,0.267942583732,0.172062433919
True,fastest_expert,realizable_policy,fold3,macro_category,0.608414343211,0.621449591158,0.0130352479472,0.806015973034,0.813165907722,0.00714993468788,0.0823653770873,0.200316537757,0.11795116067
True,fastest_expert,realizable_policy,fold3,macro_run,0.627316417133,0.676770821788,0.0494544046553,0.828006547208,0.849978217243,0.0219716700347,0.0728561980516,0.128965922944,0.0561097248927
True,fastest_expert,realizable_policy,fold4,micro,0.517014873546,0.521979353551,0.00496448000463,0.743521564599,0.758226968201,0.0147054036018,0.118616144975,0.251043231514,0.132427086539
True,fastest_expert,realizable_policy,fold4,macro_category,0.592534948278,0.627364143511,0.0348291952323,0.797900720903,0.825133436424,0.0272327155211,0.099265516663,0.21409639715,0.114830880487
