evaluator_only,policy_name,policy_kind,fold,split,aggregation,status,selected_expert,num_samples,num_normal,num_anomaly,num_categories,num_runs,auroc,ap,f1,oracle_auroc,oracle_regret,selection_agreement_with_oracle,estimated_runtime_ms,average_estimated_runtime_ms,tool_calls,average_tool_calls,num_abstained,abstention_rate
True,cost_aware,realizable_policy,fold4,test,micro,ok,,6900,1868,5032,15,60,0.528276844044,0.759422133665,0.262609558459,0.521979353551,-0.00629749049339,0.70231884058,436966.246217,63.3284414808,6900,1,0,0
True,cost_aware,realizable_policy,fold4,test,macro_category,ok,,6900,1868,5032,15,60,0.615398581806,0.815610004067,0.210586289382,0.627364143511,0.0119655617048,0.7,436966.246217,63.3284414808,6900,1,0,0
True,cost_aware,realizable_policy,fold4,test,macro_run,ok,,6900,1868,5032,15,60,0.668042536189,0.850452467795,0.136262893323,0.679746652069,0.0117041158798,0.7,436966.246217,63.3284414808,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold0,test,micro,ok,,6900,1868,5032,15,60,0.520064307915,0.749249649847,0.306771653543,0.522373299108,0.00230899119298,0.743913043478,468043.096243,67.8323327888,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold0,test,macro_category,ok,,6900,1868,5032,15,60,0.606340714309,0.794279111662,0.259175150923,0.623789814855,0.0174491005457,0.75,468043.096243,67.8323327888,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold0,test,macro_run,ok,,6900,1868,5032,15,60,0.656910155701,0.838780436675,0.153079574932,0.677933061132,0.0210229054311,0.75,468043.096243,67.8323327888,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold1,test,micro,ok,,6900,1868,5032,15,60,0.519604828881,0.756689965948,0.184242849623,0.528047264105,0.00844243522399,0.788115942029,446299.123853,64.6810324425,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold1,test,macro_category,ok,,6900,1868,5032,15,60,0.630051176686,0.820218410771,0.150510736328,0.622438105016,-0.00761307166947,0.766666666667,446299.123853,64.6810324425,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold1,test,macro_run,ok,,6900,1868,5032,15,60,0.683473505115,0.853390316241,0.0970909790642,0.693018399989,0.00954489487373,0.766666666667,446299.123853,64.6810324425,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold2,test,micro,ok,,6900,1868,5032,15,60,0.503806260915,0.749735477363,0.196481449225,0.518975452181,0.0151691912658,0.658260869565,448527.899351,65.0040433842,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold2,test,macro_category,ok,,6900,1868,5032,15,60,0.61072528859,0.813112110486,0.178855265415,0.612283251385,0.00155796279481,0.65,448527.899351,65.0040433842,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold2,test,macro_run,ok,,6900,1868,5032,15,60,0.662950596038,0.844854192909,0.115595983819,0.672594238137,0.00964364209822,0.65,448527.899351,65.0040433842,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold3,test,micro,ok,,6900,1868,5032,15,60,0.525521991162,0.755611840423,0.310476190476,0.539480834437,0.0139588432746,0.731304347826,464773.254434,67.3584426716,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold3,test,macro_category,ok,,6900,1868,5032,15,60,0.600280505638,0.799097461259,0.272960084321,0.621449591158,0.0211690855204,0.716666666667,464773.254434,67.3584426716,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold3,test,macro_run,ok,,6900,1868,5032,15,60,0.654444640914,0.839267355599,0.168812062814,0.676770821788,0.0223261808744,0.716666666667,464773.254434,67.3584426716,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold4,test,micro,ok,,6900,1868,5032,15,60,0.527728213949,0.755276537106,0.331666145671,0.521979353551,-0.00574886039838,0.73884057971,464938.364813,67.382371712,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold4,test,macro_category,ok,,6900,1868,5032,15,60,0.603577559408,0.805822096562,0.282722500154,0.627364143511,0.0237865841023,0.733333333333,464938.364813,67.382371712,6900,1,0,0
True,decision_tree_metadata,realizable_policy,fold4,test,macro_run,ok,,6900,1868,5032,15,60,0.663636512103,0.847789707505,0.175737204762,0.679746652069,0.0161101399661,0.733333333333,464938.364813,67.382371712,6900,1,0,0
